ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,Status
2006,60,2,1,0,2,0,1,0,1.0
2006,80,2,1,1,3,0,1,0,2.0
1998,84,3,1,0,0,0,0,0,1.0
2006,44,2,1,1,3,0,1,0,2.0
2006,84,1,1,0,1,0,1,1,1.0
1998,300,10,1,0,0,0,0,0,1.0
1998,264,3,1,0,0,0,0,0,1.0
2006,51,1,1,0,1,0,1,1,2.0
2006,84,1,1,0,1,0,1,1,1.0
2006,84,7,1,0,7,0,1,0,1.0
2006,57,2,1,1,3,0,1,1,2.0
2006,240,4,1,0,1,0,1,0,1.0
2006,84,2,1,1,3,0,1,0,1.0
2006,84,1,2,2,1,0,1,1,1.0
2006,84,1,2,0,1,0,1,1,1.0
2006,58,1,1,0,1,0,1,1,2.0
2006,13,3,2,4,3,0,1,1,2.0
2006,84,4,2,0,0,0,2,0,1.0
1984,180,12,1,0,0,0,0,0,1.0
2006,84,10,1,0,10,0,1,1,1.0
1984,240,39,1,0,0,0,0,0,1.0
2006,240,29,1,8,0,0,1,0,1.0
2006,27,2,1,0,2,0,1,1,1.0
2006,53,3,1,2,5,0,1,1,2.0
2006,6,11,2,0,11,0,2,0,2.0
2006,48,1,2,1,2,0,1,1,2.0
1998,195,10,1,0,0,0,0,0,1.0
2006,60,25,1,0,25,0,2,0,1.0
1998,60,5,2,0,0,0,0,0,1.0
2006,60,25,1,0,25,0,2,1,1.0
2006,27,1,1,2,3,0,2,1,1.0
1998,126,22,1,0,0,0,0,0,1.0
2006,60,2,2,2,2,0,2,0,1.0
1998,35,2,2,0,0,0,0,0,2.0
2006,64,1,1,5,0,0,2,0,1.0
1998,60,3,2,0,0,0,0,0,1.0
1984,32,70,1,0,0,0,0,0,2.0
1998,60,10,2,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
1984,240,39,1,0,0,0,0,0,1.0
1998,180,4,1,0,0,0,0,0,1.0
2006,60,1,1,0,1,0,2,0,1.0
1998,42,2,1,0,0,0,0,0,1.0
2006,27,2,2,0,2,0,1,0,2.0
1984,120,20,2,0,0,0,0,0,2.0
1998,60,15,1,0,0,0,0,0,1.0
2006,67,1,1,0,1,0,2,1,2.0
2006,84,5,1,0,5,0,1,0,1.0
1998,120,1,2,0,0,0,0,0,1.0
2006,12,1,1,0,1,0,1,0,2.0
2006,84,25,1,0,25,0,1,1,1.0
1998,120,2,1,0,0,0,0,0,1.0
2006,59,1,2,0,1,0,1,1,2.0
2006,38,45,1,0,45,0,1,1,2.0
1998,84,2,1,0,0,0,0,0,1.0
1998,240,50,1,9,0,0,0,0,1.0
1998,49,1,2,0,0,0,0,0,2.0
2006,64,5,1,0,5,0,2,0,1.0
2006,55,6,1,0,6,0,1,1,2.0
2006,84,1,1,1,1,0,1,1,1.0
1998,240,13,2,13,13,0,0,0,1.0
1984,240,13,1,0,0,0,0,0,1.0
1998,240,6,1,6,0,0,0,0,1.0
2006,84,3,1,0,3,0,2,1,1.0
2006,32,4,1,2,4,0,1,1,2.0
1998,120,2,2,0,0,0,0,0,1.0
1998,264,8,2,0,0,0,0,0,1.0
1998,120,15,1,0,0,0,0,0,1.0
2006,84,52,1,0,52,0,2,0,1.0
1998,84,20,1,0,0,0,0,0,1.0
2006,36,12,1,1,12,0,1,0,2.0
1998,240,9,1,9,0,0,0,0,1.0
2006,84,4,2,0,4,0,1,1,1.0
1998,12,4,1,0,0,0,0,0,1.0
2006,51,1,2,0,1,0,1,0,2.0
1998,120,4,1,0,0,0,0,0,1.0
2006,50,1,1,4,1,0,1,1,2.0
1998,60,19,1,0,0,0,0,0,1.0
2006,41,2,1,2,4,0,1,1,2.0
2006,70,1,1,2,1,0,2,0,2.0
1998,59,6,1,0,0,0,0,1,1.0
2006,54,3,1,0,3,0,1,0,2.0
2006,84,3,1,1,4,0,1,1,1.0
1998,60,1,1,0,0,0,0,0,1.0
2006,65,2,1,0,2,0,1,1,2.0
2006,141,13,1,0,0,1,1,0,2.0
1998,84,20,1,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,240,2,2,0,0,0,0,0,1.0
2006,49,9,1,0,9,0,1,1,2.0
2006,180,8,1,0,8,0,2,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
2006,233,6,2,0,6,0,1,0,2.0
1998,180,3,1,0,0,0,0,0,1.0
2006,53,4,1,2,6,0,1,0,2.0
1998,240,90,1,15,0,0,0,0,1.0
1998,84,4,2,0,0,0,0,0,1.0
2006,84,3,1,0,3,0,1,0,1.0
2006,63,4,1,0,4,0,1,1,2.0
1998,120,7,1,0,0,1,0,0,1.0
2006,13,1,2,0,1,0,1,1,2.0
2006,170,2,1,0,2,0,1,0,2.0
1998,36,10,2,0,0,0,0,0,1.0
2006,71,3,1,0,3,0,1,1,2.0
1998,90,20,1,0,0,0,0,0,1.0
2006,60,1,2,8,8,0,1,0,1.0
1984,66,1,2,0,0,1,0,0,2.0
2006,84,1,2,0,1,0,1,1,1.0
1998,108,16,1,0,0,0,0,0,1.0
1998,240,70,1,25,0,0,0,0,1.0
2006,84,9,2,0,9,0,1,1,1.0
2006,84,6,1,0,6,0,1,1,1.0
1998,84,3,1,0,0,0,0,0,1.0
2006,60,1,1,0,1,0,2,1,1.0
1998,96,1,2,0,0,0,0,0,1.0
1998,36,1,1,0,0,0,0,1,1.0
2006,84,28,1,8,0,0,1,1,1.0
1998,72,10,1,0,0,0,0,1,1.0
2006,46,30,1,0,30,0,1,0,2.0
2006,50,2,1,0,2,0,1,0,2.0
1998,61,5,1,0,0,0,0,0,1.0
2006,12,1,2,0,1,0,1,1,2.0
1998,120,6,1,0,0,0,0,0,1.0
1998,180,46,1,0,0,0,0,0,1.0
2006,84,15,1,2,15,0,2,0,1.0
1984,240,45,1,0,0,0,0,0,1.0
1998,1,1,2,0,0,0,0,0,2.0
2006,64,3,1,0,3,0,1,1,2.0
1998,84,1,1,0,0,0,0,0,1.0
2006,70,5,2,2,5,0,1,1,2.0
1984,240,6,2,0,0,0,0,0,1.0
2006,36,15,1,2,15,0,2,1,1.0
2006,53,8,2,0,8,0,1,1,2.0
1998,240,10,1,8,0,0,0,0,1.0
2006,31,1,1,0,1,0,1,0,2.0
1998,240,28,1,11,17,0,0,0,1.0
2006,33,1,1,0,1,0,1,1,2.0
2006,84,2,1,0,2,0,2,0,1.0
1984,300,5,2,0,0,0,0,0,1.0
1998,240,59,1,29,30,0,0,0,1.0
2006,17,1,1,0,1,0,2,1,2.0
2006,21,1,1,0,1,0,1,1,2.0
1998,240,9,1,10,0,0,0,0,1.0
2006,56,5,1,0,5,0,1,1,2.0
2006,60,1,1,0,0,0,1,0,1.0
2006,32,3,1,1,3,0,2,1,2.0
1984,300,60,1,0,0,0,0,0,1.0
2006,12,45,1,10,45,0,2,1,2.0
1984,240,40,1,0,0,0,0,0,1.0
2006,58,10,2,0,10,0,1,0,2.0
2006,84,5,2,5,5,0,1,1,1.0
2006,25,1,2,25,1,0,1,1,2.0
1984,180,2,2,0,0,0,0,1,1.0
2006,84,4,2,0,4,0,1,1,1.0
2006,27,1,1,0,1,0,1,0,2.0
2006,36,1,2,25,1,0,1,0,1.0
2006,63,4,1,0,4,0,1,0,2.0
1984,180,33,1,0,0,0,0,0,2.0
2006,84,7,2,2,9,0,1,0,1.0
1984,300,25,1,0,0,0,0,0,1.0
2006,83,2,2,0,2,0,1,1,2.0
2006,56,2,2,1,2,0,1,1,2.0
2006,50,1,2,0,1,0,1,1,2.0
1998,120,14,1,0,0,0,0,0,1.0
1998,300,52,1,0,0,0,0,0,1.0
2006,84,2,2,0,0,0,1,1,1.0
2006,40,2,2,5,7,0,1,0,2.0
1984,144,10,1,0,0,0,0,0,2.0
1998,94,2,1,0,0,0,0,0,2.0
2006,10,20,1,0,20,0,1,0,2.0
2006,84,0,1,20,20,0,1,1,1.0
1984,32,8,1,0,0,0,0,0,2.0
1998,84,1,1,0,0,1,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
1998,60,4,1,0,0,0,0,0,1.0
1998,300,10,1,0,0,0,0,0,1.0
2006,39,1,1,0,1,0,1,1,2.0
1998,120,15,1,0,0,1,0,0,1.0
2006,60,16,2,0,0,0,2,0,1.0
2006,38,2,1,0,2,0,1,0,2.0
1998,240,37,1,0,0,0,0,0,1.0
2006,84,15,1,2,15,0,1,1,1.0
2006,36,2,2,0,2,0,1,0,1.0
2006,239,15,1,0,15,0,1,0,2.0
1998,180,3,1,0,0,0,0,0,1.0
1998,120,3,1,0,0,0,0,0,1.0
1998,117,20,1,0,0,1,0,0,1.0
2006,55,6,1,0,6,0,1,0,2.0
1998,240,20,1,0,0,0,0,0,1.0
2006,23,6,1,1,6,0,1,1,2.0
1998,102,15,1,0,0,0,0,0,1.0
2006,24,21,1,0,21,0,1,1,1.0
1998,300,15,1,0,0,0,0,0,1.0
2006,6,3,1,0,3,0,1,0,2.0
1998,43,5,1,0,0,0,0,0,2.0
2006,48,2,1,0,2,0,1,1,2.0
1998,12,35,1,0,0,0,0,1,1.0
2006,60,8,1,0,8,0,2,0,1.0
2006,36,1,1,2,1,0,1,0,2.0
1998,216,10,1,0,0,0,0,0,1.0
2006,20,4,1,1,4,0,1,1,2.0
2006,42,8,1,0,8,0,1,0,2.0
2006,68,7,1,0,7,0,1,1,2.0
2006,48,2,1,0,2,0,1,1,2.0
1998,108,12,1,0,0,0,0,0,1.0
2006,72,1,1,2,1,0,1,1,1.0
2006,84,4,1,3,7,0,2,1,1.0
2006,72,2,1,0,0,0,2,1,1.0
2006,84,2,1,2,4,0,2,1,1.0
2006,300,0,1,18,0,0,1,0,1.0
1998,120,8,1,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,0,1.0
1998,180,19,1,0,0,0,0,0,1.0
2006,60,4,1,3,7,0,2,0,1.0
2006,84,1,1,1,1,0,1,1,1.0
1998,240,1,2,44,0,0,0,0,1.0
2006,54,3,1,2,3,0,1,0,2.0
2006,84,4,1,3,7,0,2,1,1.0
2006,42,8,1,2,10,0,1,1,2.0
1998,300,10,2,0,0,0,0,0,1.0
2006,36,4,2,2,4,0,2,1,1.0
2006,84,4,1,0,4,0,1,1,1.0
2006,60,3,2,0,3,0,1,0,1.0
2006,32,1,2,1,8,0,2,0,2.0
2006,41,5,1,0,5,0,1,0,2.0
1998,83,1,1,0,0,0,0,0,1.0
2006,66,1,1,1,2,0,1,0,2.0
1998,120,3,1,0,0,0,0,0,1.0
2006,45,3,2,0,3,0,1,1,2.0
1998,84,4,2,0,0,0,0,0,1.0
1984,180,5,2,0,0,0,0,0,2.0
1998,240,12,1,0,12,0,0,0,1.0
2006,46,25,2,5,25,0,1,0,2.0
1998,12,30,1,0,0,0,0,1,1.0
1998,120,13,1,0,0,1,0,0,1.0
2006,43,10,2,0,10,0,1,1,2.0
2006,84,2,2,1,3,0,1,0,1.0
1998,148,6,1,0,0,0,0,0,1.0
2006,65,7,1,2,7,0,1,0,2.0
2006,84,10,1,0,0,1,1,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,83,4,2,0,0,0,2,0,1.0
2006,46,5,1,0,5,0,1,0,2.0
2006,84,3,2,0,3,0,1,1,1.0
1984,120,1,2,0,0,0,0,0,2.0
1998,60,8,1,0,0,0,0,0,1.0
2006,20,2,2,0,2,0,1,1,2.0
2006,43,2,1,5,7,0,1,1,2.0
1998,236,5,2,0,0,0,0,0,1.0
2006,8,0,2,0,0,0,1,1,2.0
1998,60,6,1,0,0,0,0,0,1.0
2006,84,2,1,2,4,0,2,1,1.0
2006,96,1,2,1,2,0,1,1,1.0
1984,120,7,1,0,0,0,0,0,2.0
2006,29,1,1,1,1,0,1,1,2.0
2006,5,6,1,2,8,0,1,1,2.0
2006,50,1,2,0,1,0,1,0,2.0
1998,1,1,1,0,0,0,0,0,2.0
1998,120,31,1,0,0,0,0,0,1.0
1998,120,35,1,0,0,0,0,0,1.0
2006,58,1,2,4,1,0,1,0,2.0
1984,300,9,1,0,0,0,0,0,1.0
2006,60,2,2,4,2,0,2,0,1.0
2006,84,26,2,26,52,0,1,1,1.0
2006,84,6,1,0,6,0,1,1,1.0
2006,4,3,1,0,3,0,2,1,2.0
1998,120,9,1,0,0,0,0,0,1.0
2006,84,5,2,1,0,0,1,1,1.0
1998,240,13,1,6,7,0,0,0,1.0
2006,84,4,2,1,5,0,1,1,1.0
2006,38,6,2,0,6,0,1,1,2.0
1998,192,14,1,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,2,1,1.0
1998,233,3,2,0,0,0,0,0,1.0
2006,84,4,2,1,5,0,1,0,1.0
1998,240,24,1,6,24,0,0,0,1.0
2006,84,12,1,0,12,0,1,1,1.0
2006,84,1,2,1,1,0,1,1,1.0
1998,120,2,1,0,0,0,0,0,1.0
2006,66,5,2,2,5,0,1,1,2.0
1998,60,10,1,0,0,0,0,0,1.0
2006,70,2,2,1,2,0,1,0,2.0
1998,84,1,2,0,0,1,0,0,1.0
2006,43,1,1,1,2,0,2,1,2.0
1998,87,3,2,0,0,0,0,0,1.0
2006,50,2,1,1,2,0,1,0,2.0
1998,240,1,1,5,1,0,0,0,1.0
1984,240,1,2,0,0,0,0,0,1.0
2006,84,5,1,0,5,0,1,1,1.0
2006,84,10,2,1,10,0,1,0,1.0
2006,16,2,2,0,2,0,1,0,2.0
2006,67,16,2,2,16,0,1,0,1.0
2006,84,30,1,0,30,0,1,1,1.0
2006,60,1,1,1,1,0,2,0,1.0
2006,36,1,1,0,1,0,1,0,1.0
2006,60,5,1,0,5,0,1,1,1.0
1998,180,25,1,0,0,0,0,0,1.0
2006,15,1,1,0,1,0,1,0,2.0
2006,60,1,1,1,1,0,2,0,1.0
2006,84,2,1,2,2,0,1,1,1.0
1984,123,1,1,0,0,0,0,0,2.0
2006,53,6,1,5,11,0,1,1,2.0
1998,240,2,1,2,2,0,0,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
1998,84,22,1,0,0,0,0,0,1.0
2006,84,1,1,1,1,0,1,1,1.0
1998,300,5,1,0,0,0,0,0,1.0
2006,64,1,1,0,1,0,1,0,2.0
1998,120,1,1,0,0,0,0,0,1.0
2006,84,4,1,0,4,0,1,1,1.0
1998,300,12,1,0,0,0,0,0,1.0
2006,60,2,1,2,2,0,2,0,1.0
1984,240,115,1,0,0,0,0,0,1.0
1998,252,3,2,0,0,1,0,0,1.0
2006,10,2,1,1,3,0,2,1,2.0
1998,240,5,1,0,8,0,0,0,1.0
2006,300,8,1,4,12,0,1,0,1.0
1998,60,12,1,0,0,0,0,0,1.0
2006,17,2,2,0,2,0,2,1,2.0
1998,84,2,1,0,0,0,0,0,1.0
2006,107,2,2,0,2,0,1,0,1.0
2006,43,2,2,0,0,0,1,1,2.0
1998,8,2,1,0,0,0,0,0,1.0
2006,75,0,2,3,3,0,1,0,1.0
1984,180,21,1,0,0,0,0,0,1.0
1998,120,65,1,0,0,0,0,0,1.0
1998,284,20,1,0,0,0,0,0,1.0
2006,84,14,1,0,14,0,1,0,1.0
1998,84,15,1,0,0,0,0,0,1.0
2006,84,3,1,2,3,0,1,1,1.0
2006,53,1,2,1,1,0,1,0,2.0
1998,126,28,1,0,0,0,0,0,1.0
2006,56,11,1,0,11,0,1,1,2.0
1998,5,5,1,0,0,1,0,0,2.0
2006,84,12,1,0,12,0,1,0,1.0
1998,37,28,1,0,0,0,0,0,2.0
2006,73,5,1,1,5,0,1,1,2.0
1998,84,1,1,0,0,0,0,0,1.0
1998,245,1,2,0,0,0,0,0,2.0
2006,72,1,1,1,2,0,1,1,2.0
1998,66,3,1,0,0,0,0,0,1.0
2006,108,23,1,10,23,0,1,0,1.0
1998,240,75,1,10,65,0,0,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
2006,240,4,1,0,1,0,1,0,1.0
1998,258,3,1,0,0,0,0,0,1.0
2006,35,1,2,0,1,0,1,1,2.0
1998,84,22,1,0,0,0,0,0,1.0
2006,60,5,1,0,5,0,1,1,1.0
1998,291,7,1,0,0,0,0,0,1.0
2006,60,2,1,0,2,0,2,0,1.0
1998,240,11,1,0,0,0,0,0,1.0
2006,84,4,1,0,4,0,2,1,1.0
2006,60,3,2,1,3,0,2,1,1.0
2006,75,2,2,2,2,0,1,0,2.0
2006,84,5,2,3,5,0,1,1,1.0
1998,240,12,1,0,0,0,0,0,1.0
2006,159,5,2,0,5,0,2,0,2.0
1998,240,1,1,0,0,0,0,0,1.0
1998,300,13,1,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
1984,31,32,1,0,0,0,0,0,2.0
1998,180,38,1,0,0,0,0,0,1.0
1998,240,9,1,9,9,0,0,0,1.0
2006,41,3,1,0,3,0,1,1,2.0
1998,52,2,1,0,0,0,0,0,2.0
2006,84,1,1,0,1,0,2,1,1.0
2006,84,5,1,0,5,0,2,0,1.0
2006,47,2,2,0,2,0,1,0,2.0
2006,106,2,2,0,0,0,1,0,2.0
2006,84,2,1,0,2,0,1,1,1.0
2006,18,4,1,0,4,0,1,1,2.0
2006,40,4,1,0,4,0,1,0,2.0
2006,36,5,1,0,5,0,2,1,2.0
2006,20,1,2,0,1,0,1,1,2.0
2006,58,2,1,0,2,0,1,1,1.0
2006,10,1,1,0,1,0,1,1,2.0
2006,84,2,1,0,2,0,1,1,1.0
2006,30,2,1,0,2,0,1,1,2.0
2006,48,6,1,0,6,0,1,0,1.0
2006,44,2,1,0,2,0,1,1,2.0
2006,84,0,2,1,1,0,1,0,1.0
1984,180,20,1,0,0,0,0,0,1.0
2006,84,4,2,0,4,0,1,1,1.0
2006,84,6,2,0,6,0,1,1,1.0
2006,66,2,1,0,2,0,1,0,2.0
2006,61,1,2,0,1,0,1,0,1.0
2006,240,3,1,0,3,0,2,0,1.0
1998,306,16,1,0,0,0,0,0,1.0
2006,84,6,1,0,6,0,1,1,1.0
1998,84,22,1,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,71,9,1,0,0,0,0,0,2.0
2006,54,1,2,0,1,0,1,1,2.0
1998,62,1,2,0,0,0,0,0,2.0
2006,84,6,1,1,7,0,2,1,1.0
1998,240,1,2,0,0,0,0,0,1.0
1998,240,47,1,15,32,0,0,0,1.0
2006,57,1,2,0,1,0,1,0,2.0
1998,72,1,2,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,112,2,2,15,17,0,1,1,1.0
2006,84,3,1,0,3,0,1,1,1.0
1998,60,1,1,0,0,0,0,0,1.0
2006,180,1,1,2,1,0,2,0,1.0
1998,240,22,1,8,0,0,0,0,1.0
2006,53,12,2,0,0,0,1,0,2.0
2006,87,12,1,0,12,0,1,0,1.0
1998,12,6,1,0,0,0,0,1,1.0
1998,120,15,2,15,0,0,0,0,1.0
2006,84,2,2,1,2,0,1,0,1.0
1998,90,11,1,0,0,0,0,0,1.0
2006,240,1,1,3,1,0,1,0,1.0
1998,60,2,2,0,0,0,1,0,1.0
2006,58,8,2,0,8,0,1,1,2.0
1998,240,15,2,15,0,0,0,0,1.0
2006,15,7,1,0,7,0,1,1,1.0
2006,84,2,1,2,2,0,1,1,1.0
1998,60,2,1,0,0,0,0,0,1.0
2006,36,4,1,1,4,0,1,0,2.0
1998,60,3,2,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,24,1,1,0,1,0,1,1,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,66,2,2,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
1998,15,1,2,0,0,0,0,0,2.0
2006,84,2,1,0,2,0,1,1,1.0
1998,96,2,1,0,0,0,0,0,1.0
2006,220,7,1,0,7,0,1,0,2.0
1998,60,3,1,0,0,0,0,0,1.0
2006,41,2,1,2,2,0,1,0,2.0
1984,180,125,1,0,0,0,0,0,1.0
1998,300,2,1,0,0,0,0,0,1.0
2006,84,18,1,0,18,0,1,1,1.0
1998,300,2,1,0,0,0,0,0,1.0
2006,84,3,2,0,3,0,1,1,1.0
2006,84,1,2,0,1,0,1,1,1.0
2006,84,3,1,1,4,0,2,1,1.0
1998,60,5,1,0,0,0,0,0,1.0
2006,60,3,1,1,4,0,2,1,1.0
1998,300,5,1,0,0,0,0,0,1.0
1998,60,6,1,0,0,0,0,0,1.0
1998,37,6,1,0,0,0,0,1,1.0
2006,22,1,1,0,1,0,1,1,2.0
2006,120,8,1,6,2,0,2,0,1.0
1998,48,2,2,0,0,0,0,0,1.0
1998,240,9,1,4,0,0,0,0,1.0
2006,75,1,2,0,1,0,1,1,2.0
2006,51,3,1,0,3,0,1,1,2.0
2006,84,11,2,0,11,0,1,1,1.0
1998,60,2,1,0,0,0,0,1,1.0
2006,36,4,2,0,4,0,1,0,1.0
1998,84,2,1,0,0,0,0,0,1.0
2006,7,2,2,2,2,0,1,1,1.0
2006,84,3,1,0,3,0,2,0,1.0
1998,15,20,1,0,0,0,0,1,1.0
2006,27,1,1,1,1,0,1,0,2.0
1998,240,1,2,4,0,0,0,0,1.0
2006,66,4,1,1,4,0,1,1,2.0
1998,16,14,2,0,0,0,0,0,2.0
1998,63,9,2,0,0,0,0,0,1.0
1998,120,6,1,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,13,6,1,0,6,0,1,1,2.0
1984,240,8,1,0,0,0,0,0,1.0
2006,43,15,2,4,15,0,1,1,2.0
1998,300,7,1,0,0,0,0,0,1.0
2006,84,4,2,3,7,0,1,0,1.0
1998,43,3,1,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,2,1,1.0
1998,36,6,2,0,0,0,0,1,1.0
1984,96,8,1,0,0,0,0,0,2.0
1998,240,51,1,0,0,0,0,0,1.0
2006,66,1,1,0,1,0,1,1,2.0
1998,60,8,2,0,0,0,0,0,1.0
2006,108,30,2,0,30,0,2,0,1.0
2006,60,3,1,1,3,0,1,1,1.0
1998,309,20,2,0,0,0,0,0,1.0
1998,103,24,1,0,0,0,0,0,1.0
2006,29,1,2,20,1,0,1,0,2.0
2006,20,6,1,0,6,0,1,1,2.0
2006,26,4,1,1,4,0,1,0,2.0
1998,84,4,1,0,0,0,0,0,1.0
2006,84,2,2,13,2,0,1,0,1.0
2006,84,1,1,1,1,0,2,0,1.0
1998,120,3,2,0,0,0,0,0,1.0
2006,120,35,1,0,35,1,1,0,1.0
1984,240,60,1,0,0,0,0,0,1.0
1998,84,20,1,0,0,0,0,0,1.0
2006,84,5,1,2,5,0,1,1,1.0
1984,132,3,1,0,0,0,0,0,2.0
2006,72,2,2,13,2,0,1,0,1.0
2006,60,1,1,1,1,0,1,1,1.0
2006,84,5,1,0,5,0,1,1,1.0
1984,240,46,1,0,0,0,0,0,1.0
2006,18,3,1,0,3,0,1,1,2.0
1998,240,5,1,0,0,0,0,0,1.0
2006,39,2,1,1,2,0,1,1,2.0
1998,36,1,1,0,0,0,0,1,1.0
2006,72,3,1,0,3,0,1,1,1.0
1998,120,3,2,0,0,0,0,0,1.0
2006,33,3,1,0,3,0,2,1,2.0
1998,84,2,2,0,0,0,0,0,1.0
2006,84,7,1,0,7,0,1,1,1.0
1998,96,2,1,0,0,0,0,0,1.0
2006,70,6,1,0,6,0,1,1,2.0
2006,54,6,2,0,6,0,2,1,2.0
1998,36,1,1,0,0,0,0,1,1.0
2006,84,6,1,0,6,0,1,1,1.0
1998,114,12,1,0,0,0,0,0,1.0
2006,36,1,2,0,1,0,2,0,1.0
1998,180,2,1,0,0,0,0,0,1.0
2006,58,3,1,0,3,0,1,1,2.0
2006,84,2,1,0,2,0,1,1,1.0
2006,84,3,2,0,3,0,1,1,1.0
1998,84,5,1,0,0,1,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
1998,240,3,1,0,0,0,0,0,1.0
2006,84,5,1,1,5,0,1,1,1.0
1998,120,6,1,0,0,0,0,0,1.0
2006,44,2,1,0,2,0,2,1,2.0
2006,60,4,1,1,5,0,2,0,1.0
1998,240,20,1,5,0,0,0,0,1.0
2006,84,4,1,0,4,0,1,0,1.0
2006,23,9,1,0,9,0,1,0,2.0
2006,60,1,1,1,1,0,1,1,1.0
2006,84,5,1,15,5,0,1,0,1.0
2006,60,1,1,0,1,0,2,1,1.0
2006,76,2,1,0,2,0,1,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
1998,70,2,1,0,0,0,0,1,2.0
2006,14,5,1,0,5,0,1,1,2.0
1998,84,1,2,0,0,1,0,0,1.0
2006,84,2,2,60,2,0,1,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
2006,36,5,1,0,5,0,2,1,1.0
2006,72,3,1,5,8,0,2,1,1.0
1998,264,1,1,0,0,0,0,0,1.0
2006,48,5,1,1,6,0,1,1,2.0
2006,42,1,2,0,1,0,2,1,1.0
2006,120,3,2,3,3,0,2,0,1.0
2006,84,4,1,0,4,0,1,0,1.0
1998,216,1,2,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,2,1,1.0
2006,84,5,2,0,5,0,2,1,1.0
1998,84,20,1,0,0,0,0,0,1.0
1998,84,4,1,0,0,0,0,0,1.0
2006,84,3,2,2,1,0,1,0,1.0
1998,240,12,2,12,12,1,0,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
1998,120,20,1,0,0,0,0,0,1.0
2006,66,6,1,1,7,0,1,1,2.0
2006,12,5,1,1,5,0,1,1,1.0
1984,240,42,1,0,0,0,0,0,1.0
2006,84,12,2,3,15,0,2,0,1.0
2006,9,1,1,1,1,0,1,1,2.0
2006,60,1,2,0,0,0,1,0,1.0
1998,90,11,1,0,0,0,0,0,1.0
2006,84,5,1,0,5,0,1,1,1.0
2006,67,1,1,0,1,0,1,1,2.0
2006,24,4,1,0,4,0,1,1,1.0
1998,84,3,1,0,0,0,0,0,1.0
2006,84,6,1,0,6,0,2,1,1.0
2006,31,4,1,0,4,0,2,1,2.0
2006,84,3,1,0,3,0,1,1,1.0
1998,228,15,1,0,0,0,0,0,1.0
2006,63,6,1,0,6,0,1,1,2.0
2006,87,2,1,0,2,0,2,0,2.0
2006,12,4,2,0,4,0,2,0,1.0
2006,31,7,1,1,7,0,1,1,2.0
1984,300,150,1,0,0,0,0,0,1.0
2006,84,9,1,1,10,0,1,1,1.0
2006,36,5,1,0,5,0,1,0,1.0
2006,61,1,1,0,1,0,2,1,2.0
1998,84,9,1,0,0,0,0,0,1.0
2006,37,5,1,0,5,0,1,1,2.0
2006,84,10,1,0,10,0,2,0,1.0
1998,120,18,1,0,0,0,0,0,1.0
2006,84,15,1,5,15,0,1,1,1.0
1998,123,4,2,0,0,1,0,0,1.0
2006,120,1,1,1,1,0,1,0,1.0
1998,240,9,1,7,2,0,0,0,1.0
2006,189,8,1,2,8,0,1,0,1.0
2006,90,10,1,0,10,0,2,0,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,120,13,1,5,8,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
2006,36,1,1,0,1,0,2,0,1.0
2006,84,4,2,3,7,0,1,0,1.0
2006,51,4,1,0,4,0,2,0,2.0
2006,27,6,2,0,6,0,1,1,2.0
2006,84,6,1,0,6,0,1,1,1.0
2006,84,5,2,0,5,0,1,0,1.0
2006,60,4,1,4,7,0,2,1,2.0
2006,120,23,1,0,23,1,1,0,1.0
1998,180,6,1,0,0,0,0,0,1.0
1998,240,23,1,8,23,0,0,0,1.0
2006,47,9,1,0,9,0,1,1,2.0
2006,84,2,2,4,4,0,1,1,1.0
2006,43,1,2,0,1,0,2,0,2.0
2006,5,4,2,2,6,0,2,1,2.0
1998,247,9,1,0,0,0,0,0,1.0
1998,60,13,1,0,0,0,0,0,1.0
2006,73,2,2,0,2,0,1,0,2.0
2006,47,2,1,0,2,0,1,0,2.0
